,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_renovated,sqft_living15
10814,432500,3,1,1470,1,0,0,8,1470,0,0,1470
10815,875000,5,4,4720,2,0,0,11,3210,1510,0,3880
10816,605000,5,2,2910,2,0,0,8,2910,0,1991,1760
10817,1688000,4,4,5000,3,0,2,12,5000,0,0,4560
10818,318000,3,2,1690,1,0,0,7,1090,600,0,1950
10819,311300,2,1,1000,1,0,0,7,1000,0,0,1100
10820,325000,5,2,2400,1,0,0,7,1450,950,0,2400
10821,795000,5,3,3330,2,0,0,9,2610,720,0,2810
10822,558000,4,2,2060,1,0,0,8,1320,740,0,2060
10823,370000,4,2,3090,2,0,0,9,3090,0,0,3610
10824,598850,4,2,2350,2,0,0,8,2350,0,0,2350
10825,515700,3,2,2180,2,0,0,8,2180,0,0,2440
10826,458000,3,2,1870,2,0,0,8,1870,0,0,2040
10827,583500,3,2,3530,2,0,0,10,3530,0,0,2960
10828,653750,4,2,2460,2,0,0,9,2460,0,0,2460
10829,299000,3,2,1650,2,0,0,8,1650,0,0,2000
10830,532000,5,3,3480,1,0,0,8,2340,1140,0,2020
10831,819000,3,2,3176,2,0,3,9,2726,450,0,3470
10832,945000,4,2,2420,1,0,4,9,2000,420,0,2400
10833,608700,4,2,2260,1,0,0,9,2260,0,0,2400
10834,812000,4,2,2380,1,0,2,8,1310,1070,0,1810
10835,464000,5,2,3400,1,0,0,8,1700,1700,0,1890
10836,950000,4,2,3770,2,0,0,10,3770,0,0,4000
10837,700000,4,2,2672,2,0,0,8,2020,652,0,1720
10838,435000,3,1,1180,1,0,0,7,1060,120,0,1630
10839,229500,3,1,1810,1,0,0,7,1810,0,0,1710
10840,1575000,3,3,2610,1,1,4,8,2610,0,0,2810
10841,265000,3,2,1450,1,0,0,7,1180,270,0,1520
10842,995000,2,2,1600,1,0,0,7,1600,0,0,1950
10843,590000,3,2,2650,1,0,0,8,1680,970,0,2310
10844,740000,4,2,2490,2,0,2,9,1490,1000,0,2640
10845,360000,2,0,850,1,0,2,6,550,300,0,2500
10846,548500,4,2,1820,1,0,0,7,1300,520,0,1770
10847,599000,3,1,1960,1,0,0,7,1090,870,0,1960
10848,615000,3,1,2350,1,0,0,8,1800,550,0,2040
10849,292000,3,1,1320,1,0,0,7,1320,0,0,1070
10850,899000,4,2,3720,2,0,0,10,3720,0,0,3220
10851,500000,3,1,2210,1,0,0,7,1030,1180,0,1750
10852,580000,3,2,1910,1,0,0,8,1910,0,0,2230
10853,580000,4,2,2840,2,0,0,9,2840,0,0,2790
10854,594000,3,1,1320,1,0,0,7,1090,230,0,1700
10855,500000,3,2,2440,1,0,0,7,1420,1020,0,2060
10856,550000,4,2,2420,1,0,0,8,1680,740,0,2160
10857,275000,3,1,1180,1,0,0,8,1180,0,0,1580
10858,390000,3,2,1820,2,0,0,8,1820,0,0,1900
10859,1250000,3,3,3760,2,0,3,10,3060,700,0,2610
10860,250000,3,2,1560,2,0,0,7,1560,0,0,1560
10861,405000,2,2,1790,2,0,0,8,1790,0,0,1700
10862,213950,3,1,1430,1,0,0,6,1430,0,0,1050
10863,232000,3,1,1390,1,0,0,7,1390,0,0,1740
10864,207000,3,1,990,1,0,0,6,990,0,0,1060
10865,310000,3,1,1880,1,0,0,8,1880,0,0,2260
10866,540000,3,2,2520,3,0,0,9,2520,0,0,1130
10867,750000,4,1,2060,1,0,2,7,1580,480,1990,1160
10868,392500,4,2,2150,2,0,0,8,2150,0,0,1940
10869,305000,5,2,2500,1,0,0,8,1690,810,0,2130
10870,735000,3,2,2390,2,0,0,9,2390,0,0,2360
10871,575000,4,2,2400,2,0,0,8,2400,0,0,2120
10872,175000,2,1,660,1,0,0,6,660,0,0,1000
10873,291000,4,2,1580,2,0,0,7,1580,0,0,1590
10874,791500,4,2,3250,2,0,0,10,3250,0,0,3240
10875,475000,3,2,1880,1,0,0,8,1180,700,0,1780
10876,238950,2,1,1190,1,0,0,7,1190,0,0,1410
10877,470000,3,3,1280,2,0,0,8,1040,240,0,1280
10878,420000,4,1,2380,1,0,0,8,1610,770,0,2540
10879,440000,3,2,2040,2,0,0,8,2040,0,0,2150
10880,656000,4,1,1440,1,0,0,8,1290,150,0,1640
10881,559950,3,2,2120,2,0,0,7,2120,0,0,2280
10882,600000,2,2,990,1,0,0,6,990,0,0,1650
10883,255000,3,1,1710,1,0,0,7,1710,0,0,1310
10884,210750,4,1,1840,1,0,0,7,1840,0,0,1510
10885,485000,4,1,1150,1,0,0,7,1150,0,0,1890
10886,390000,3,2,2250,2,0,0,8,2250,0,0,2180
10887,405000,3,2,2460,1,0,0,8,1810,650,0,1820
10888,462500,4,1,1540,1,0,0,7,1540,0,0,1920
10889,435000,4,2,2210,1,0,0,8,1630,580,0,2340
10890,440000,3,2,1440,2,0,0,7,1440,0,0,1560
10891,299950,3,1,1790,1,0,3,9,1790,0,0,2540
10892,440000,2,1,1120,2,0,0,8,1120,0,1998,1120
10893,312620,3,2,1260,1,0,0,7,1260,0,0,1430
10894,372500,3,1,1180,1,0,0,7,800,380,0,1280
10895,297262,3,2,1730,2,0,0,8,1730,0,0,1780
10896,735000,4,3,2250,1,0,0,7,1250,1000,0,1960
10897,430000,3,1,1550,2,0,0,7,1550,0,0,1820
10898,241000,2,1,1070,1,0,0,7,1070,0,0,970
10899,201000,3,1,1460,1,0,0,7,1460,0,0,1270
10900,570000,2,1,1060,1,0,0,7,1060,0,0,1770
10901,538000,4,1,1840,1,0,0,7,1220,620,0,1770
10902,729000,3,2,2440,2,0,0,8,2440,0,0,2690
10903,331500,4,1,1700,1,0,0,7,850,850,0,1680
10904,110700,2,1,680,1,0,0,6,680,0,0,1340
10905,245000,3,2,1700,1,0,0,7,1700,0,0,1350
10906,427000,3,1,2000,1,0,0,7,1360,640,0,1830
10907,650500,4,1,2340,1,0,0,8,1290,1050,0,1930
10908,335900,2,1,1120,1,0,0,7,1120,0,0,1170
10909,535000,2,2,1510,1,0,0,7,1510,0,0,1470
10910,360000,5,2,2120,1,0,0,6,1080,1040,0,1690
10911,294900,3,2,1500,1,0,0,7,1210,290,0,1600
10912,460000,2,1,1030,1,0,0,7,1030,0,0,1420
10913,1769000,4,3,5440,2,0,0,12,5440,0,0,4830
10914,463000,2,1,1150,1,0,0,7,1150,0,0,1240
10915,332000,5,1,2420,1,0,2,8,1500,920,0,1620
10916,199500,4,2,1750,1,0,0,5,1750,0,0,1440
10917,247000,4,2,1750,1,0,0,5,1750,0,0,1440
10918,442500,4,2,2170,2,0,0,8,2170,0,0,2240
10919,600000,3,2,2540,1,0,0,9,2540,0,0,2200
10920,449000,3,2,1690,2,0,0,7,1690,0,0,1690
10921,725000,4,1,1600,1,0,0,7,1600,0,0,1720
10922,215000,3,1,1060,1,0,0,7,1060,0,2001,1310
10923,582500,2,1,1990,1,0,0,7,1170,820,0,1640
10924,305000,4,2,2210,2,0,0,8,2210,0,0,2300
10925,734000,4,2,3090,2,0,2,8,2340,750,1989,2760
10926,300000,3,2,1050,1,0,0,7,1050,0,0,1130
10927,525888,5,1,2550,1,0,0,7,1810,740,0,2170
10928,711000,4,2,2095,1,0,0,8,1295,800,0,1980
10929,360000,3,1,1520,1,0,0,8,1220,300,0,1860
10930,357000,5,2,2750,2,0,0,8,2750,0,0,1650
10931,235000,3,1,1200,1,0,0,7,1200,0,0,1200
10932,550000,3,1,1830,1,0,1,7,1150,680,1976,3380
10933,324000,3,1,1160,1,0,0,7,1160,0,0,1620
10934,420000,3,2,1750,1,0,0,8,1410,340,0,1720
10935,450000,4,2,2400,2,0,0,8,2400,0,0,2400
10936,825000,5,3,4140,2,0,0,9,3030,1110,0,3960
10937,272000,4,2,2115,2,0,0,7,2115,0,0,2440
10938,481000,3,2,2580,1,0,0,9,2580,0,0,1920
10939,500000,3,1,1220,1,0,0,7,1060,160,0,1350
10940,448000,2,1,1630,1,0,0,7,890,740,0,1770
10941,480000,2,2,1350,1,0,0,8,1350,0,0,1350
10942,475000,3,2,1690,2,0,0,7,1690,0,0,1690
10943,472500,2,2,1700,2,0,0,8,1700,0,0,1700
10944,291000,4,2,1890,1,0,0,8,1260,630,0,1890
10945,294000,2,1,850,1,0,0,7,850,0,0,1440
10946,1013050,4,2,2480,1,0,0,9,1820,660,0,2910
10947,442500,3,2,1690,2,0,0,7,1690,0,0,1690
10948,170000,2,1,810,1,0,0,6,810,0,0,820
10949,1582500,4,2,3980,1,0,1,10,2480,1500,0,3980
10950,665000,3,2,2580,2,0,0,8,1780,800,0,2300
10951,1610000,5,4,6085,3,0,0,11,6085,0,0,4830
10952,675000,2,1,2140,1,0,0,7,1000,1140,1991,2250
10953,279900,2,1,1360,1,0,0,6,1360,0,1989,1430
10954,875000,4,1,1800,1,0,0,8,1800,0,0,1800
10955,571000,3,2,1920,2,0,0,8,1920,0,0,2190
10956,320000,3,1,860,1,0,0,7,860,0,0,880
10957,525000,3,2,2340,1,0,0,9,2340,0,0,2630
10958,1650000,8,2,4040,1,0,0,9,2020,2020,0,3670
10959,137900,3,1,1160,1,0,0,6,580,580,0,1730
10960,440000,3,2,1680,2,0,0,8,1680,0,0,1910
10961,360000,3,1,1280,1,0,0,7,640,640,0,1280
10962,271000,4,1,1800,1,0,0,7,1800,0,0,1370
10963,465000,6,3,4250,1,0,3,10,2150,2100,0,3370
10964,280000,4,2,2400,2,0,0,8,2400,0,0,2230
10965,283000,2,1,940,1,0,0,5,940,0,0,1490
10966,411500,3,1,1110,1,0,0,7,1110,0,0,1440
10967,282000,3,2,2420,1,0,0,8,1370,1050,0,2150
10968,535000,3,2,1850,2,0,0,9,1790,60,0,1770
10969,554729,4,2,2020,2,0,0,9,1730,290,0,1620
10970,868000,4,2,2020,2,0,0,9,1730,290,0,1620
10971,427000,3,2,1830,1,0,0,8,1520,310,0,2100
10972,455000,4,1,1920,1,0,0,7,960,960,0,1850
10973,595000,2,1,1280,1,0,0,7,1280,0,2010,1950
10974,400000,4,2,3130,2,0,0,8,3130,0,0,2470
10975,770000,4,2,3920,2,0,0,10,3920,0,0,3639
10976,742500,4,2,3100,2,0,0,8,2000,1100,1996,2130
10977,1250000,4,2,3220,1,0,0,9,1680,1540,0,2990
10978,375000,3,2,1670,1,0,0,8,1670,0,0,2130
10979,1557600,4,2,2700,2,0,0,9,2700,0,0,3790
10980,545000,4,2,5461,1,0,0,9,3265,2196,0,1940
10981,1050000,4,3,4400,2,0,0,11,4400,0,0,4440
10982,1565000,3,1,2190,1,0,0,9,2190,0,0,2850
10983,178000,4,1,1200,1,0,0,6,1200,0,0,1200
10984,262500,3,1,1470,1,0,0,7,1470,0,0,1770
10985,730000,3,1,1650,1,0,0,8,1650,0,0,1630
10986,395000,5,1,1840,1,0,2,8,1360,480,0,2250
10987,355000,3,1,1210,1,0,0,6,1210,0,0,990
10988,299990,3,2,1870,2,0,0,8,1870,0,0,2150
10989,1125000,4,3,3890,1,0,0,9,3150,740,0,2180
10990,425000,4,2,2660,2,0,0,8,2660,0,0,2090
10991,349000,2,1,1150,1,0,0,7,1150,0,0,1150
10992,554950,4,1,1740,1,0,0,7,870,870,0,1210
10993,326000,6,3,2580,1,0,0,7,1880,700,0,1510
10994,580000,4,1,1720,1,0,0,8,1420,300,0,2210
10995,699000,3,2,2740,2,0,1,10,1510,1230,0,2840
10996,757000,3,2,2610,1,0,0,7,1630,980,0,2570
10997,335000,3,1,1400,1,0,0,7,1400,0,0,1310
10998,660000,3,2,2570,1,0,0,9,1970,600,0,3070
10999,540000,4,2,2830,2,0,0,8,2830,0,0,2830
11000,320000,5,2,2630,2,0,0,8,2630,0,0,1880
11001,280000,3,2,1580,2,0,0,7,1580,0,0,1650
11002,324000,3,2,1540,1,0,3,7,1540,0,0,1570
11003,300000,3,1,2120,1,0,0,7,1060,1060,0,1010
11004,360000,3,1,1830,2,0,0,7,1830,0,1964,1480
11005,600000,3,2,2260,2,0,0,10,2260,0,0,2740
11006,950000,4,1,2500,1,0,0,8,1500,1000,0,3750
11007,599950,3,3,1830,3,0,0,8,1830,0,0,1830
11008,190000,4,1,1190,1,0,0,6,890,300,0,1140
11009,350000,4,1,2310,1,0,0,7,1780,530,0,2090
11010,522000,3,1,1230,1,0,0,7,1230,0,0,1230
11011,850000,3,2,2940,2,0,0,10,2940,0,0,3090
11012,308000,3,1,1010,1,0,0,7,1010,0,0,1400
11013,1020000,6,2,2550,2,0,0,7,2550,0,0,1480
11014,397500,3,1,1480,1,0,0,7,1480,0,1959,1300
11015,186000,3,1,1460,1,0,0,7,1040,420,0,1460
11016,436500,5,3,3110,1,0,0,8,1790,1320,0,3050
11017,710000,3,2,2140,1,0,0,8,1070,1070,0,1470
11018,1378600,5,3,3450,2,0,0,9,1860,1590,0,2310
11019,450000,3,2,1960,1,0,0,7,1960,0,0,1540
11020,375000,4,2,1890,1,0,0,7,980,910,0,1600
11021,315000,2,1,2080,1,0,0,7,1040,1040,0,1920
11022,467500,3,1,1700,1,0,0,7,1700,0,0,1400
11023,330000,3,1,1140,1,0,0,6,1140,0,0,1140
11024,665000,3,2,3136,1,0,0,8,3136,0,0,2300
11025,760000,4,3,2590,3,0,0,9,2590,0,0,2590
11026,469000,3,1,1480,2,0,0,8,1000,480,0,1480
11027,408000,3,3,1500,2,0,0,8,1120,380,0,1720
11028,851000,3,2,2660,1,0,4,8,1330,1330,0,2820
11029,410000,2,2,1350,1,0,0,8,1350,0,0,1440
11030,235000,2,1,860,1,0,0,6,860,0,0,950
11031,207100,2,1,1000,1,0,0,6,1000,0,0,980
11032,560000,4,2,2480,1,0,0,7,1510,970,0,1770
11033,903000,3,2,3860,2,0,0,10,3860,0,0,2820
11034,998500,3,1,2140,2,0,0,8,1690,450,0,2440
11035,268500,4,1,1820,1,0,0,7,1120,700,0,1810
11036,494950,2,1,2220,1,0,0,8,2220,0,0,2220
11037,1130000,4,2,2660,2,0,0,9,2660,0,0,3290
11038,250000,3,2,1470,1,0,0,6,1470,0,0,1470
11039,449000,4,1,2350,1,0,0,7,1250,1100,0,2180
11040,1225000,3,2,2980,1,0,0,9,2530,450,0,3020
11041,325000,4,2,1870,1,0,0,8,1870,0,0,2270
11042,506000,5,3,2430,1,0,0,7,1370,1060,0,1770
11043,751000,4,2,2790,2,0,0,9,2790,0,0,2990
11044,280000,3,2,1370,2,0,0,7,1370,0,0,1580
11045,1120000,4,2,4470,2,0,0,11,4470,0,0,3210
11046,580000,3,1,2040,1,0,0,8,2040,0,0,2260
11047,665000,4,2,2340,1,0,0,8,1700,640,0,1890
11048,450000,4,2,2520,2,0,0,7,2520,0,0,2130
11049,389900,4,1,1710,1,0,0,6,1710,0,0,1940
11050,427000,3,1,1200,1,0,0,7,1200,0,0,1800
11051,265000,3,1,1330,1,0,3,7,1330,0,0,1870
11052,398000,3,1,1310,2,0,0,7,1310,0,0,1310
11053,354000,6,3,3020,2,0,0,7,3020,0,1992,900
11054,339950,4,2,2260,2,0,0,8,2260,0,0,2260
11055,399000,2,1,790,1,0,0,6,790,0,0,990
11056,325000,2,2,970,1,0,0,7,970,0,0,1540
11057,998800,3,2,2250,1,0,2,9,2250,0,0,2880
11058,350000,4,2,1530,1,0,0,7,1530,0,0,1340
11059,1000000,4,1,1780,1,0,0,9,1780,0,0,2100
11060,561000,3,2,2120,2,0,0,7,2120,0,0,2370
11061,245000,2,1,1500,1,0,0,7,1190,310,0,1420
11062,570000,2,1,1500,1,0,0,7,1190,310,0,1420
11063,845000,4,3,2390,1,0,0,8,1460,930,0,1670
11064,314500,4,2,2390,2,0,0,7,2390,0,0,1900
11065,650000,3,1,2920,1,0,0,8,1620,1300,0,2890
11066,298000,2,1,850,1,0,0,5,850,0,0,910
11067,500000,2,1,930,1,0,0,7,930,0,0,1690
11068,870000,4,2,3340,2,0,1,9,2470,870,0,2110
11069,299000,2,1,710,1,0,0,6,710,0,0,710
11070,527000,3,2,2240,1,0,0,7,1440,800,0,1390
11071,420000,3,1,1060,1,0,0,7,1060,0,0,1470
11072,290000,3,2,2360,2,0,0,8,2360,0,0,2360
11073,1662000,4,2,3520,1,1,4,9,1950,1570,0,2450
11074,499990,3,1,1730,1,0,0,8,1220,510,0,2020
11075,315000,3,1,1170,1,0,0,6,720,450,2013,1130
11076,425000,4,2,3680,2,0,0,9,3680,0,0,2340
11077,630000,3,2,2900,2,0,0,9,2900,0,0,2570
11078,365000,3,1,1290,1,0,0,7,1290,0,0,1340
11079,774000,4,2,2010,2,0,0,8,2010,0,0,1420
11080,368888,3,1,1490,1,0,0,7,1490,0,0,1180
11081,339500,4,2,1930,2,0,0,7,1930,0,0,1640
11082,344950,4,1,2240,1,0,0,7,1120,1120,0,1440
11083,450000,3,2,2320,1,0,0,8,2320,0,1994,1610
11084,814950,4,2,2990,2,0,0,9,2990,0,0,2910
11085,299900,4,2,2200,2,0,0,8,2200,0,0,2200
11086,315000,3,2,1500,1,0,0,7,1500,0,0,1500
11087,880000,3,1,3860,1,0,2,9,1930,1930,0,2960
11088,195000,3,1,1430,1,0,0,7,1030,400,0,1190
11089,910000,5,2,3750,2,0,0,9,3750,0,0,3450
11090,540000,5,2,3100,2,0,0,8,3100,0,0,2840
11091,306000,3,2,1870,2,0,0,7,1870,0,0,2090
11092,272000,4,2,2040,1,0,0,8,1580,460,0,2130
11093,1295000,5,3,3700,2,0,0,8,2750,950,2014,2370
11094,450000,3,1,3150,1,0,1,8,2370,780,0,2740
11095,450000,3,2,1990,2,0,0,8,1990,0,0,2290
11096,310000,4,1,1740,1,0,0,7,1740,0,0,1580
11097,530000,2,2,2080,1,0,0,8,1180,900,0,2590
11098,435000,4,2,2060,2,0,0,7,1560,500,0,1760
11099,485000,3,2,1590,1,0,0,7,1590,0,0,2160
11100,690000,3,1,1760,2,0,0,8,1760,0,0,1760
11101,305000,4,2,1620,2,0,0,7,1620,0,0,1580
11102,300000,3,1,1210,1,0,0,7,1210,0,0,1670
11103,289950,4,3,2040,1,0,0,8,1490,550,0,2020
11104,575000,3,2,2270,2,0,0,9,2270,0,0,2580
11105,1820000,4,4,6640,2,0,0,12,6640,0,0,4620
11106,219000,3,1,1060,1,0,0,7,1060,0,0,1440
11107,265000,4,3,1940,1,0,0,7,1940,0,0,1310
11108,1105000,5,3,3070,2,0,0,9,2050,1020,0,2070
11109,200000,3,1,930,1,0,0,6,820,110,0,1220
11110,545000,4,2,2180,1,0,3,7,1210,970,0,2240
11111,378000,3,2,2130,2,0,0,8,2130,0,0,2130
11112,388000,2,1,800,1,0,0,6,800,0,0,1090
11113,425000,4,2,2200,1,0,0,7,1250,950,0,1750
11114,536000,2,1,1130,2,0,0,8,1030,100,0,1520
11115,1175000,3,2,1970,1,1,4,8,1100,870,1998,3030
11116,629950,3,2,1680,2,0,0,9,1120,560,0,1610
11117,465000,4,1,1470,1,0,0,7,980,490,0,1970
11118,545000,4,2,2390,1,0,0,8,2390,0,0,3200
11119,592000,4,2,2300,2,0,0,8,2300,0,0,2170
11120,446000,4,2,2280,1,0,0,7,1140,1140,1984,2580
11121,375000,3,2,1330,3,0,0,8,1330,0,0,1330
11122,632500,5,2,2640,2,0,0,7,2640,0,0,2640
11123,459950,4,1,2430,1,0,0,8,1780,650,0,2340
11124,485000,4,2,2470,2,0,0,9,2470,0,0,2990
11125,255000,3,1,1440,1,0,0,7,1440,0,0,1580
11126,251750,3,2,1320,1,0,0,7,1320,0,0,1540
11127,725000,3,2,2810,2,0,0,8,2810,0,0,2860
11128,460000,3,3,1370,3,0,0,8,1370,0,0,1320
11129,625000,3,2,2000,1,0,0,8,1040,960,0,2030
11130,530000,3,1,1980,1,0,0,8,1980,0,0,2120
11131,394950,3,2,2050,2,0,0,8,2050,0,0,2140
11132,324950,4,1,2320,1,0,0,7,1160,1160,2014,2130
11133,330000,3,2,1960,2,0,0,7,1750,210,0,1760
11134,220000,4,1,1910,1,0,0,7,1910,0,0,1910
11135,685000,3,3,2030,2,0,0,8,2030,0,0,2450
11136,500000,3,2,2210,1,0,2,8,1730,480,0,2390
11137,368000,4,2,2610,1,0,0,7,1360,1250,0,1600
11138,825000,3,2,2520,2,0,0,9,1550,970,0,2520
11139,660000,6,1,1840,1,0,0,7,1060,780,0,1680
11140,253000,3,1,1570,1,0,0,7,1570,0,0,1900
11141,392500,4,2,2400,1,0,0,7,1320,1080,0,2470
11142,605000,3,1,1930,2,0,2,9,1930,0,0,2100
11143,215000,3,1,1160,1,0,0,6,1160,0,0,1200
11144,650000,4,2,2820,2,0,0,9,2820,0,0,2440
11145,877500,4,2,3060,2,0,0,8,2040,1020,0,2730
11146,232500,3,1,1320,1,0,0,6,880,440,0,1320
11147,234000,2,2,1200,2,0,0,6,1200,0,0,1360
11148,380000,3,1,1560,1,0,0,7,1250,310,0,2000
11149,420000,5,2,3070,1,0,0,9,2730,340,0,1560
11150,399950,3,1,1040,1,0,0,7,1040,0,0,1370
11151,256750,3,2,1990,1,0,0,7,1570,420,0,1920
11152,535000,3,2,1690,2,0,0,8,1690,0,0,1860
11153,515000,3,2,1810,2,0,0,9,1810,0,0,1760
11154,770000,4,1,2520,1,0,0,7,1640,880,0,2110
11155,256000,3,2,1570,1,0,0,7,1090,480,0,1570
11156,489900,3,1,1680,1,0,0,7,1680,0,0,1620
11157,165000,3,1,1250,1,0,0,7,1250,0,0,1250
11158,220000,3,1,1280,1,0,0,7,1280,0,0,1450
11159,575000,4,2,4620,2,0,0,11,4620,0,0,3640
11160,375000,3,2,1580,2,0,0,7,1580,0,0,1510
11161,422250,3,1,1650,2,0,0,8,1300,350,0,1760
11162,420000,3,1,1660,1,0,0,8,1380,280,0,2030
11163,608000,4,2,2410,2,0,0,8,2410,0,0,2350
11164,620000,3,2,1720,1,0,0,7,1450,270,0,1410
11165,850000,3,2,3120,2,0,2,9,1940,1180,0,3240
11166,463000,4,2,2680,1,0,0,8,1340,1340,0,2180
11167,750000,5,1,2640,1,1,4,8,1400,1240,0,2400
11168,1070000,3,3,3730,2,0,0,9,3730,0,0,3730
11169,290000,3,2,1700,1,0,0,7,1700,0,0,1700
11170,525000,4,1,2280,1,0,0,7,1250,1030,0,1640
11171,319000,3,2,1220,2,0,0,7,1220,0,0,1220
11172,592500,6,4,3500,2,0,0,7,3500,0,0,1550
11173,350000,3,2,2010,2,0,0,7,2010,0,0,2010
11174,454900,3,1,2130,1,0,0,8,1430,700,0,2130
11175,272000,4,2,1800,2,0,0,7,1800,0,0,1670
11176,357500,3,1,1070,1,0,0,7,1070,0,0,1540
11177,285000,3,1,1020,1,0,0,6,1020,0,0,1360
11178,280000,4,2,1600,1,0,0,7,1600,0,0,1870
11179,477000,4,1,1380,1,0,0,7,1080,300,0,1770
11180,750000,3,2,3270,2,0,0,10,3270,0,0,3220
11181,595000,4,2,2100,2,0,2,7,1400,700,1993,2060
11182,525000,3,2,2110,3,0,0,8,2110,0,0,1340
11183,319000,3,1,1640,1,0,0,7,1640,0,0,1850
11184,225000,3,2,1320,1,0,0,7,1320,0,0,1336
11185,485000,4,2,2420,1,0,0,7,1210,1210,0,1750
11186,341000,3,1,1390,1,0,0,6,1390,0,0,1730
11187,674000,3,3,2320,2,0,0,9,1930,390,0,1700
11188,442250,3,2,2170,2,0,0,8,2170,0,0,2240
11189,591000,4,2,2710,2,0,0,8,2710,0,0,2590
11190,276000,3,2,1450,1,0,0,7,1450,0,0,2050
11191,394000,3,2,1370,1,0,0,8,1370,0,0,1630
11192,355000,3,2,1810,1,0,0,7,1070,740,0,1740
11193,260000,3,2,1420,1,0,0,7,1020,400,0,2060
11194,300000,3,2,2090,1,0,0,8,1340,750,0,2150
11195,310000,3,2,2090,1,0,0,8,1340,750,0,2150
11196,209000,3,1,1330,1,0,0,7,1330,0,0,1530
11197,344950,3,2,1330,1,0,0,7,1330,0,0,1330
11198,230000,5,2,1910,1,0,0,6,1110,800,0,1150
11199,336950,3,1,2310,1,0,0,8,1410,900,0,2080
11200,700000,3,2,2500,1,0,0,7,1390,1110,0,2040
11201,230000,3,2,1310,1,0,0,7,1310,0,0,1530
11202,443500,4,2,2040,2,0,0,8,2040,0,0,2410
11203,471000,4,2,2040,2,0,0,8,2040,0,0,2410
11204,595000,3,2,2400,1,0,0,8,1400,1000,0,1720
11205,470000,3,1,1400,1,0,0,7,1400,0,0,1400
11206,600000,4,1,1700,1,0,0,8,1700,0,0,2430
11207,1381000,4,3,3160,2,0,0,10,3160,0,0,2400
11208,427800,3,1,1340,1,0,2,7,1340,0,0,2090
11209,445000,4,2,1470,1,0,0,7,1470,0,0,1760
11210,382000,3,1,1790,1,0,0,7,1790,0,0,1560
11211,577000,3,1,1560,1,0,0,7,1200,360,0,1560
11212,427000,3,2,2620,2,0,0,8,2620,0,0,3190
11213,255000,3,1,1580,1,0,0,7,1100,480,0,1600
11214,240000,3,1,1090,1,0,0,6,1090,0,0,1040
11215,1234580,5,3,3240,1,0,4,9,2500,740,0,2740
11216,435000,4,1,2520,1,0,2,7,1260,1260,0,2360
11217,1450000,3,1,2230,1,0,0,9,2230,0,0,2230
11218,425000,4,3,2430,2,0,0,8,2430,0,0,2000
11219,393000,2,1,1020,1,0,0,6,1020,0,0,1660
11220,264950,4,1,1810,1,0,0,7,1410,400,0,1250
11221,746500,4,2,3460,2,0,0,10,3460,0,0,3140
11222,450000,3,1,2020,1,0,0,7,1170,850,0,1480
11223,229950,3,2,1410,1,0,0,7,1410,0,0,1410
11224,425000,2,1,750,1,0,0,6,750,0,0,1160
11225,2555000,4,2,5300,2,1,2,10,4570,730,0,3890
11226,1400000,4,3,4380,1,0,0,11,4380,0,0,4010
11227,753000,3,2,2290,2,0,0,8,2290,0,0,2120
11228,310000,2,1,720,1,0,0,6,720,0,0,980
11229,395000,2,1,1200,1,0,0,6,600,600,0,1270
11230,725000,3,2,2620,1,0,0,10,2620,0,0,2950
11231,295000,4,3,2120,2,0,0,8,2120,0,0,2260
11232,225000,3,1,1580,1,0,0,7,1580,0,0,1280
11233,1699000,3,3,4160,3,0,2,12,3690,470,0,3290
11234,431000,3,2,1830,1,0,0,7,1460,370,0,2330
11235,358500,3,2,2000,1,0,0,8,1360,640,0,2530
11236,595000,2,1,980,1,0,0,6,980,0,0,1690
11237,468000,4,2,3040,2,0,0,7,3040,0,0,2670
11238,260000,4,1,1740,1,0,0,7,1020,720,0,1600
11239,375000,3,2,1450,1,0,0,7,1450,0,0,1660
11240,295000,3,2,1560,2,0,0,7,1560,0,0,1560
11241,403900,4,2,2050,1,0,2,8,1690,360,0,2190
11242,269950,3,1,1760,1,0,0,7,1460,300,0,1450
11243,640000,3,3,1740,2,0,3,8,1310,430,0,1740
11244,221000,3,1,910,1,0,0,7,910,0,0,1160
11245,255000,3,1,1700,1,0,0,7,1700,0,0,1690
11246,300000,4,2,2620,2,0,0,7,2620,0,0,2250
11247,270000,3,2,1500,1,0,0,7,1500,0,0,1750
11248,575000,4,1,1630,1,0,0,7,1160,470,0,1640
11249,246900,3,1,1370,1,0,0,7,1370,0,0,1370
11250,635000,2,2,1390,2,0,0,8,1130,260,0,1400
11251,450000,3,2,1540,1,0,0,7,1540,0,1973,2060
11252,215000,3,1,1190,1,0,0,7,1190,0,0,1200
11253,785000,3,3,4500,2,0,0,10,4500,0,0,4670
11254,522500,4,3,2370,1,0,0,7,1380,990,0,2100
11255,150000,2,1,1360,2,0,0,7,1360,0,0,1360
11256,199950,2,1,870,1,0,0,6,870,0,0,1300
11257,3000000,4,4,4850,2,1,4,10,3850,1000,0,3350
11258,379900,3,2,3110,2,0,0,9,3020,90,0,2150
11259,950000,4,2,3700,2,0,0,11,3700,0,0,3580
11260,865000,6,2,3500,2,0,0,8,2430,1070,0,1430
11261,785000,3,1,1670,1,0,0,8,1670,0,0,1900
